CVR,Date,Product Number,Default Channel Grouping,Device Category,Number of Records,Region,Revenue,Sessions,Source,Transactions
1.5,1/9/2019,29744,Direct,mobile,14,Michigan,59.90000057,18,google,2
0,1/9/2019,0,Direct,mobile,5,Nevada,0,4,google,0
0,1/9/2019,0,Direct,tablet,1,New Jersey,0,2,google,0
0,1/9/2019,0,Direct,tablet,1,New Mexico,0,1,google,0
0,1/9/2019,0,Direct,tablet,1,New York,0,1,google,0
0,1/9/2019,0,Direct,tablet,1,North Carolina,0,1,google,0
0,1/9/2019,0,Direct,tablet,1,Oklahoma,0,1,google,0
0,1/9/2019,0,Direct,tablet,1,Oregon,0,1,google,0
0,1/9/2019,0,Direct,tablet,1,Pennsylvania,0,1,google,0
0,1/9/2019,0,Organic Search,tablet,1,Tennessee,0,1,google,0
0,1/9/2019,0,Organic Search,tablet,1,Texas,0,1,google,0
0,1/9/2019,0,Organic Search,tablet,1,North Carolina,0,1,google,0
0,1/9/2019,0,Organic Search,tablet,1,Alabama,0,1,google,0
0,1/9/2019,0,Organic Search,tablet,1,Arizona,0,1,google,0
0,1/9/2019,0,Organic Search,tablet,1,Arkansas,0,1,google,0
0,1/9/2019,0,Organic Search,tablet,1,British Columbia,0,1,google,0
0,1/9/2019,0,Organic Search,tablet,1,California,0,2,google,0
0,1/9/2019,0,Organic Search,tablet,2,Colorado,0,2,google,0
0,1/9/2019,0,Organic Search,tablet,1,Connecticut,0,1,google,0
0,1/9/2019,0,Organic Search,tablet,1,Delaware,0,1,google,0
0,1/9/2019,0,Organic Search,tablet,1,District of Columbia,0,1,google,0
0,1/9/2019,0,Organic Search,desktop,2,Florida,0,2,docs.google.com,0
0,1/9/2019,0,Organic Search,desktop,1,Georgia,0,1,hubspot.my.salesforce.com,0
1,1/9/2019,18432,Organic Search,desktop,4,Hawaii,44.95000076,5,dashboard.zopim.com,1
1,1/9/2019,98028,Organic Search,desktop,2,Idaho,26.95000076,2,localhost:3000,1
0,1/9/2019,0,Organic Search,desktop,2,Illinois,0,2,zendesk.com,0
0,1/9/2019,0,Organic Search,desktop,1,Indiana,0,1,v2.zopim.com,0
0,1/9/2019,0,Organic Search,mobile,1,Iowa,0,1,mg.mail.yahoo.com,0
0,1/9/2019,0,Organic Search,mobile,1,Kansas,0,1,outlook.live.com,0
0,1/9/2019,0,Organic Search,desktop,1,Kentucky,0,1,linkedin.com,0
0.333333333,1/10/2019,26626,Organic Search,desktop,4,Louisiana,66.94999695,5,(direct),1
0,1/10/2019,0,Organic Search,desktop,1,Maryland,0,1,(direct),0
0,1/10/2019,0,Organic Search,desktop,1,Massachusetts,0,1,(direct),0
0,1/10/2019,0,Organic Search,desktop,3,Michigan,0,2,(direct),0
0,1/10/2019,0,Organic Search,desktop,2,Minnesota,0,2,(direct),0
0,1/10/2019,0,Organic Search,mobile,2,Mississippi,0,2,(direct),0
0,1/10/2019,0,Organic Search,mobile,15,Missouri,0,25,(direct),0
0,1/10/2019,0,Organic Search,mobile,3,Montana,0,4,(direct),0
1,1/10/2019,98028,Organic Search,mobile,5,Nebraska,11.22999954,7,(direct),1
0,1/10/2019,0,Organic Search,mobile,2,Nevada,0,2,(direct),0
0,1/10/2019,0,Organic Search,mobile,1,New Hampshire,0,1,(direct),0
0,1/10/2019,0,Organic Search,mobile,2,New Jersey,0,3,(direct),0
0,1/10/2019,0,Organic Search,mobile,2,New Mexico,0,1,(direct),0
0,1/10/2019,0,Organic Search,mobile,2,New York,0,3,(direct),0
0,1/10/2019,0,Organic Search,mobile,2,North Carolina,0,2,(direct),0
0.5,1/10/2019,26626,Organic Search,mobile,2,Ohio,7.139999866,3,(direct),1
0,1/10/2019,0,Organic Search,mobile,3,Oklahoma,0,4,(direct),0
0,1/10/2019,0,Organic Search,mobile,2,Oregon,0,2,(direct),0
0,1/10/2019,0,Organic Search,mobile,1,Pennsylvania,0,1,(direct),0
0.5,1/10/2019,18432,Organic Search,mobile,3,Quebec,14.94999981,6,(direct),1
1,1/10/2019,29744,Organic Search,mobile,1,South Carolina,14.94999981,1,(direct),1
0.5,1/10/2019,26626,Organic Search,mobile,6,South Dakota,44.95000076,7,(direct),1
0,1/10/2019,0,Organic Search,mobile,9,Tennessee,0,11,(direct),0
0,1/10/2019,0,Organic Search,tablet,2,Texas,0,2,(direct),0
0,1/10/2019,0,Organic Search,tablet,1,Utah,0,1,(direct),0
0,1/10/2019,0,Organic Search,tablet,1,Vastra Gotaland County,0,1,(direct),0
0,1/10/2019,0,Organic Search,tablet,3,Virginia,0,3,(direct),0
0,1/10/2019,0,Organic Search,desktop,2,Washington,0,2,google,0
1,1/10/2019,25621,Organic Search,desktop,5,Wisconsin,14.94999981,7,google,1
0,1/10/2019,0,Organic Search,desktop,1,California,0,1,google,0
0,1/10/2019,0,Organic Search,desktop,2,Florida,0,2,google,0
0,1/10/2019,0,Organic Search,desktop,2,Illinois,0,2,google,0
0,1/10/2019,0,Organic Search,desktop,4,Louisiana,0,4,google,0
0,1/10/2019,0,Organic Search,desktop,1,Missouri,0,1,yahoo,0
0,1/10/2019,0,Organic Search,desktop,1,New York,0,1,google,0
0,1/10/2019,0,Organic Search,desktop,2,North Carolina,0,2,google,0
0,1/10/2019,0,Organic Search,desktop,2,Ohio,0,1,google,0
0,1/10/2019,0,Organic Search,desktop,1,South Carolina,0,1,bing,0
0.5,1/10/2019,98028,Organic Search,desktop,2,South Dakota,14.94999981,2,google,1
0,1/10/2019,0,Organic Search,desktop,1,Tennessee,0,1,google,0
0,1/10/2019,0,Organic Search,mobile,11,North Carolina,0,16,google,0
0,1/10/2019,0,Paid Search,mobile,1,North Carolina,0,1,google,0
0,1/10/2019,0,Paid Search,mobile,1,North Carolina,0,1,google,0
0,1/10/2019,0,Paid Search,mobile,1,North Carolina,0,1,google,0
0,1/10/2019,0,Paid Search,mobile,1,Ohio,0,1,google,0
1,1/10/2019,26626,Paid Search,mobile,3,California,39.95000076,3,google,1
0,1/10/2019,0,Paid Search,mobile,1,New Jersey,0,1,google,0
0,1/10/2019,0,Paid Search,mobile,1,New York,0,1,google,0
0,1/10/2019,0,Paid Search,mobile,1,Pennsylvania,0,1,google,0
0,1/10/2019,0,Paid Search,mobile,1,Alberta,0,1,google,0
1,1/10/2019,98028,Paid Search,mobile,3,Auckland,39.95000076,4,yahoo,1
0,1/10/2019,0,Paid Search,mobile,1,British Columbia,0,1,yahoo,0
0,1/10/2019,0,Paid Search,mobile,1,California,0,1,google,0
0,1/10/2019,0,Paid Search,mobile,2,Florida,0,3,google,0
0,1/10/2019,0,Paid Search,mobile,1,Georgia,0,1,google,0
0,1/10/2019,0,Paid Search,mobile,2,Louisiana,0,2,google,0
0,1/10/2019,0,Paid Search,mobile,1,Massachusetts,0,1,google,0
0,1/10/2019,0,Paid Search,mobile,1,Mississippi,0,1,yahoo,0
0,1/10/2019,0,Paid Search,mobile,3,Missouri,0,3,google,0
0,1/10/2019,0,Paid Search,mobile,1,New Jersey,0,1,google,0
1,1/10/2019,26626,Paid Search,mobile,2,North Carolina,14.94999981,2,google,1
0,1/10/2019,0,Paid Search,mobile,4,Ohio,0,4,google,0
0,1/10/2019,0,Paid Search,mobile,1,Ontario,0,1,google,0
1,1/10/2019,26626,Paid Search,mobile,2,Pennsylvania,17,2,google,1
0,1/10/2019,0,Paid Search,tablet,1,Texas,0,2,google,0
0,1/10/2019,0,Paid Search,tablet,1,Vest-Agder,0,1,google,0
0,1/10/2019,0,Paid Search,tablet,1,Virginia,0,1,google,0
0,1/10/2019,0,Paid Search,tablet,1,Alabama,0,1,google,0
0,1/10/2019,0,Paid Search,desktop,2,Arizona,0,2,google,0
0,1/10/2019,0,Paid Search,desktop,5,Arkansas,0,5,google,0
0,1/10/2019,0,Paid Search,desktop,1,California,0,1,google,0
0,1/10/2019,0,Paid Search,desktop,1,District of Columbia,0,1,google,0
0,1/10/2019,0,Paid Search,desktop,1,England,0,1,google,0
0,1/10/2019,0,Paid Search,desktop,4,Florida,0,3,google,0
0,1/10/2019,0,Paid Search,desktop,1,Georgia,0,1,google,0
0,1/10/2019,0,Paid Search,desktop,1,Illinois,0,1,google,0
0,1/10/2019,0,Paid Search,desktop,3,Indiana,0,3,google,0
0,1/10/2019,0,Paid Search,mobile,1,Kansas,0,1,google,0
0,1/10/2019,0,Paid Search,mobile,1,Louisiana,0,1,google,0
0,1/10/2019,0,Paid Search,mobile,3,Maryland,0,3,google,0
1,1/10/2019,18432,Paid Search,mobile,15,Massachusetts,49.95000076,32,google,1
0,1/10/2019,0,Paid Search,mobile,3,Michigan,0,3,google,0
0,1/10/2019,0,Paid Search,mobile,6,Nevada,0,6,google,0
0,1/10/2019,0,Paid Search,mobile,2,New Jersey,0,2,google,0
0.5,1/10/2019,26626,Paid Search,mobile,14,New York,49.95000076,27,google,1
0,1/10/2019,0,Paid Search,mobile,14,North Carolina,0,23,google,0
0,1/10/2019,0,Paid Search,mobile,1,Ohio,0,1,google,0
0,1/10/2019,0,Paid Search,mobile,10,Ontario,0,15,google,0
0,1/10/2019,0,Paid Search,mobile,4,Pennsylvania,0,5,google,0
0,1/10/2019,0,Paid Search,mobile,2,Tennessee,0,2,google,0
0,1/10/2019,0,Paid Search,mobile,2,Texas,0,2,google,0
0,1/10/2019,0,Paid Search,mobile,6,Virginia,0,7,google,0
0,1/10/2019,0,Paid Search,mobile,2,Washington,0,2,google,0
0,1/10/2019,0,Paid Search,mobile,3,Wisconsin,0,3,google,0
0,1/10/2019,0,Paid Search,mobile,9,Missouri,0,16,google,0
0,1/10/2019,0,Paid Search,mobile,15,North Carolina,0,20,google,0
0,1/10/2019,0,Paid Search,mobile,4,Arizona,0,5,google,0
0,1/10/2019,0,Paid Search,mobile,5,Arkansas,0,4,google,0
0,1/10/2019,0,Paid Search,mobile,2,British Columbia,0,2,google,0
0,1/10/2019,0,Paid Search,mobile,3,California,0,4,google,0
0,1/10/2019,0,Paid Search,mobile,4,California,0,7,google,0
0,1/10/2019,0,Paid Search,mobile,1,Connecticut,0,1,google,0
0,1/10/2019,0,Paid Search,mobile,13,Delaware,0,15,google,0
0,1/10/2019,0,Paid Search,mobile,2,Florida,0,2,google,0
0,1/10/2019,0,Paid Search,mobile,14,Georgia,0,28,google,0
0,1/10/2019,0,Paid Search,mobile,11,Haryana,0,16,google,0
0,1/10/2019,0,Paid Search,mobile,9,Ho Chi Minh City,0,14,google,0
0,1/10/2019,0,Paid Search,mobile,4,Ile-de-France,0,7,google,0
0,1/10/2019,0,Paid Search,mobile,2,Illinois,0,4,google,0
0,1/10/2019,0,Paid Search,mobile,10,Iowa,0,11,google,0
0,1/10/2019,0,Paid Search,mobile,1,Kansas,0,1,google,0
0,1/10/2019,0,Paid Search,mobile,4,Karnataka,0,4,google,0
0,1/10/2019,0,Referral,mobile,15,Kentucky,0,24,google,0
0.333333333,1/10/2019,26626,Referral,mobile,16,Lazio,49.95000076,29,google,1
0,1/10/2019,0,Referral,mobile,1,Lisbon,0,1,google,0
0,1/10/2019,0,Referral,mobile,12,Massachusetts,0,13,google,0
0,1/10/2019,0,Referral,mobile,13,Minnesota,0,21,google,0
0,1/10/2019,0,Referral,mobile,3,Mississippi,0,6,google,0
0,1/10/2019,0,Referral,mobile,1,Missouri,0,1,google,0
0,1/10/2019,0,Referral,tablet,1,Nairobi County,0,1,google,0
0,1/10/2019,0,Direct,tablet,2,Nebraska,0,2,google,0
0,1/10/2019,0,Direct,tablet,1,New Jersey,0,1,google,0
0,1/10/2019,0,Direct,tablet,1,New York,0,1,google,0
0,1/10/2019,0,Direct,tablet,2,North Carolina,0,2,google,0
0,1/10/2019,0,Direct,tablet,1,North Carolina,0,1,google,0
0,1/10/2019,0,Direct,tablet,1,Ohio,0,1,google,0
0,1/10/2019,0,Direct,tablet,1,Oklahoma,0,1,google,0
0,1/10/2019,0,Direct,tablet,2,Ontario,0,2,google,0
0,1/10/2019,0,Direct,tablet,3,Oregon,0,3,google,0
0,1/10/2019,0,Direct,tablet,2,Pennsylvania,0,2,google,0
0,1/10/2019,0,Direct,tablet,1,Rhode Island,0,1,google,0
0,1/10/2019,0,Direct,tablet,1,South Dakota,0,1,google,0
0,1/10/2019,0,Direct,tablet,2,State of Bahia,0,2,google,0
0,1/10/2019,0,Direct,tablet,2,Texas,0,2,google,0
0,1/10/2019,0,Direct,tablet,1,Utah,0,1,google,0
0,1/10/2019,0,Direct,tablet,1,Uttar Pradesh,0,1,google,0
0,1/10/2019,0,Direct,desktop,3,Washington,0,3,dashboard.zopim.com,0
3,1/10/2019,25621,Direct,desktop,5,Wisconsin,41.89999962,4,localhost:3000,3
0,1/10/2019,0,Direct,desktop,1,North Carolina,0,1,zendesk.com,0
0,1/10/2019,0,Direct,mobile,1,California,0,1,mg.mail.yahoo.com,0
0,1/10/2019,0,Direct,mobile,1,Connecticut,0,1,mg.mail.yahoo.com,0
0,1/10/2019,0,Direct,mobile,2,County Kildare,0,2,mg.mail.yahoo.com,0
0,1/10/2019,0,Direct,mobile,1,District of Columbia,0,1,m.facebook.com,0
0,1/11/2019,0,Direct,desktop,1,England,0,1,(direct),0
0,1/11/2019,0,Direct,desktop,1,Florida,0,1,(direct),0
1,1/11/2019,98028,Direct,desktop,2,Georgia,14.94999981,3,(direct),1
0,1/11/2019,0,Direct,desktop,2,Idaho,0,2,(direct),0
0,1/11/2019,0,Direct,desktop,4,Illinois,0,3,(direct),0
0,1/11/2019,0,Direct,desktop,1,Indiana,0,1,(direct),0
0,1/11/2019,0,Direct,desktop,2,Louisiana,0,3,(direct),0
0,1/11/2019,0,Direct,mobile,2,Maharashtra,0,2,(direct),0
0,1/11/2019,0,Direct,mobile,10,Massachusetts,0,15,(direct),0
0,1/11/2019,0,Direct,mobile,1,Michigan,0,1,(direct),0
0,1/11/2019,0,Direct,mobile,1,Missouri,0,1,(direct),0
0,1/11/2019,0,Direct,mobile,3,New York,0,3,(direct),0
0,1/11/2019,0,Direct,mobile,9,North Carolina,0,10,(direct),0
0,1/11/2019,0,Direct,mobile,1,Ohio,0,1,(direct),0
0,1/11/2019,0,Direct,mobile,1,Oklahoma,0,1,(direct),0
0,1/11/2019,0,Direct,mobile,1,Ontario,0,1,(direct),0
0,1/11/2019,0,Direct,mobile,2,Oregon,0,3,(direct),0
0,1/11/2019,0,Direct,mobile,1,Pennsylvania,0,1,(direct),0
0,1/11/2019,0,Direct,mobile,3,Stockholm County,0,3,(direct),0
0,1/11/2019,0,Direct,mobile,4,Texas,0,5,(direct),0
0,1/11/2019,0,Direct,mobile,2,Utah,0,2,(direct),0
0,1/11/2019,0,Direct,mobile,1,Virginia,0,1,(direct),0
0,1/11/2019,0,Direct,mobile,1,Indiana,0,1,(direct),0
0,1/11/2019,0,Direct,mobile,2,Nebraska,0,2,(direct),0
0,1/11/2019,0,Direct,mobile,6,Ohio,0,8,(direct),0
0,1/11/2019,0,Organic Search,mobile,2,Pennsylvania,0,2,(direct),0
0,1/11/2019,0,Organic Search,mobile,3,Tennessee,0,3,(direct),0
1,1/11/2019,18439,Organic Search,mobile,3,Alabama,26.95000076,3,(direct),1
0,1/11/2019,18446,Organic Search,mobile,3,Arizona,26.95000076,2,(direct),1
2,1/11/2019,26473,Organic Search,mobile,7,Arkansas,10.64000034,11,(direct),3
0,1/11/2019,0,Organic Search,mobile,1,California,0,1,(direct),0
1,1/11/2019,25621,Organic Search,tablet,1,Connecticut,26.95000076,1,(direct),1
0,1/11/2019,0,Organic Search,desktop,1,Cordoba,0,1,google,0
0,1/11/2019,0,Organic Search,desktop,1,Florida,0,1,google,0
0,1/11/2019,0,Organic Search,desktop,1,Georgia,0,1,google,0
0,1/11/2019,0,Organic Search,desktop,1,Illinois,0,1,google,0
0,1/11/2019,0,Organic Search,desktop,4,Maine,0,6,google,0
0.5,1/11/2019,18520,Organic Search,desktop,1,Maryland,44.95000076,2,google,1
0,1/11/2019,0,Organic Search,desktop,4,Massachusetts,0,4,google,0
0,1/11/2019,0,Organic Search,desktop,1,Michigan,0,1,google,0
0,1/11/2019,0,Organic Search,desktop,2,Ohio,0,4,google,0
0,1/11/2019,0,Organic Search,desktop,1,Oklahoma,0,1,google,0
0.5,1/11/2019,26473,Organic Search,desktop,2,Oregon,58.95999908,3,google,1
0,1/11/2019,0,Organic Search,desktop,1,Texas,0,1,bing,0
0,1/11/2019,0,Organic Search,desktop,1,Virginia,0,1,google,0
0,1/11/2019,0,Organic Search,mobile,1,Alabama,0,1,google,0
0,1/11/2019,0,Organic Search,mobile,2,Arizona,0,2,google,0
0,1/11/2019,0,Organic Search,mobile,7,Arkansas,0,9,google,0
0,1/11/2019,0,Organic Search,mobile,1,California,0,1,google,0
0,1/11/2019,0,Organic Search,mobile,1,Colorado,0,1,google,0
0,1/11/2019,0,Organic Search,mobile,2,Connecticut,0,2,google,0
0,1/11/2019,0,Organic Search,mobile,3,District of Columbia,0,4,google,0
0,1/11/2019,0,Organic Search,mobile,1,Florida,0,2,google,0
0,1/11/2019,0,Organic Search,mobile,3,Georgia,0,3,google,0
0,1/11/2019,0,Organic Search,mobile,1,Hawaii,0,1,google,0
0,1/11/2019,0,Organic Search,mobile,2,Idaho,0,2,google,0
1,1/11/2019,29744,Organic Search,mobile,1,Illinois,14.94999981,1,google,1
0,1/11/2019,0,Organic Search,mobile,1,Indiana,0,1,google,0
0,1/11/2019,0,Organic Search,mobile,1,Kansas,0,1,google,0
1,1/11/2019,18491,Organic Search,mobile,2,Kentucky,26.95000076,2,google,1
0,1/11/2019,0,Organic Search,mobile,1,Louisiana,0,1,google,0
0,1/11/2019,0,Organic Search,mobile,4,Maryland,0,4,google,0
0,1/11/2019,0,Organic Search,mobile,3,Massachusetts,0,3,google,0
0,1/11/2019,0,Organic Search,mobile,1,Michigan,0,1,google,0
0,1/11/2019,0,Organic Search,mobile,2,Minnesota,0,3,google,0
0,1/11/2019,0,Organic Search,mobile,1,Mississippi,0,1,google,0
0,1/11/2019,0,Organic Search,mobile,3,Missouri,0,3,google,0
0,1/11/2019,0,Organic Search,mobile,1,Nebraska,0,1,google,0
0,1/11/2019,0,Organic Search,tablet,1,Nevada,0,1,google,0
0,1/11/2019,0,Organic Search,desktop,1,New Jersey,0,1,google,0
0,1/11/2019,0,Organic Search,desktop,2,New Mexico,0,1,google,0
0,1/11/2019,0,Organic Search,desktop,2,New York,0,2,google,0
1,1/11/2019,98028,Organic Search,desktop,3,North Carolina,44.95000076,3,google,1
0,1/11/2019,0,Organic Search,desktop,1,Ohio,0,1,google,0
0,1/11/2019,0,Organic Search,desktop,1,Oklahoma,0,1,google,0
0,1/11/2019,0,Organic Search,desktop,1,Oregon,0,1,google,0
0,1/11/2019,0,Organic Search,desktop,2,Pennsylvania,0,2,google,0
0,1/11/2019,0,Organic Search,desktop,1,Rhode Island,0,1,google,0
0,1/11/2019,0,Organic Search,desktop,1,South Carolina,0,1,google,0
0,1/11/2019,0,Organic Search,desktop,2,Tennessee,0,2,google,0
0,1/11/2019,0,Organic Search,mobile,2,Texas,0,3,google,0
0,1/11/2019,0,Organic Search,mobile,5,Utah,0,5,google,0
0,1/11/2019,0,Organic Search,mobile,4,Virginia,0,4,google,0
0,1/11/2019,0,Organic Search,mobile,1,Washington,0,1,google,0
0,1/11/2019,0,Organic Search,mobile,18,West Virginia,0,40,google,0
0,1/11/2019,0,Organic Search,mobile,3,Wisconsin,0,3,google,0
0,1/11/2019,0,Organic Search,mobile,4,Arizona,0,5,google,0
0,1/11/2019,0,Organic Search,mobile,4,California,0,6,google,0
0,1/11/2019,0,Organic Search,mobile,12,Florida,0,21,google,0
0,1/11/2019,0,Organic Search,mobile,15,Georgia,0,26,google,0
0,1/11/2019,0,Organic Search,mobile,1,Louisiana,0,1,google,0
1,1/11/2019,18432,Organic Search,mobile,12,Missouri,10.89999962,14,google,1
0.5,1/11/2019,25621,Organic Search,mobile,8,New York,49.95000076,14,google,1
1,1/11/2019,26626,Paid Search,mobile,3,Oregon,49.95000076,3,google,1
0,1/11/2019,0,Paid Search,mobile,1,Pennsylvania,0,1,google,0
0,1/11/2019,0,Paid Search,mobile,6,Rhode Island,0,6,google,0
0.5,1/11/2019,18432,Paid Search,mobile,6,Texas,49.95000076,7,google,1
0,1/11/2019,0,Paid Search,mobile,1,Fujian,0,1,google,0
0.5,1/11/2019,26626,Paid Search,mobile,8,North Carolina,49.95000076,10,google,1
0,1/11/2019,0,Paid Search,mobile,8,North Carolina,0,14,google,0
0,1/11/2019,0,Paid Search,mobile,8,North Carolina,0,9,google,0
0,1/11/2019,0,Paid Search,mobile,2,California,0,2,google,0
0,1/11/2019,0,Paid Search,mobile,4,Illinois,0,6,google,0
0,1/11/2019,0,Paid Search,mobile,9,New York,0,9,google,0
0,1/11/2019,0,Paid Search,mobile,1,Pennsylvania,0,1,google,0
0,1/11/2019,0,Paid Search,mobile,1,South Carolina,0,1,google,0
0,1/11/2019,0,Paid Search,mobile,4,Texas,0,6,google,0
0,1/11/2019,0,Paid Search,mobile,1,Wisconsin,0,1,google,0
1,1/11/2019,98028,Paid Search,mobile,12,Virginia,14.94999981,19,google,1
0,1/11/2019,0,Paid Search,mobile,2,Busan,0,2,google,0
0,1/11/2019,0,Paid Search,mobile,16,California,0,36,google,0
0,1/11/2019,0,Paid Search,mobile,13,Florida,0,20,google,0
0,1/11/2019,0,Paid Search,mobile,8,Minnesota,0,12,google,0
0,1/11/2019,0,Paid Search,mobile,1,Mississippi,0,1,google,0
0,1/11/2019,0,Paid Search,mobile,5,New York,0,4,google,0
1,1/11/2019,25635,Paid Search,mobile,16,North Carolina,111.8999977,22,google,2
0,1/11/2019,0,Paid Search,mobile,3,Texas,0,4,google,0
0,1/11/2019,0,Paid Search,mobile,1,Vest-Agder,0,1,google,0
0,1/11/2019,0,Paid Search,mobile,6,Virginia,0,11,google,0
0,1/11/2019,0,Paid Search,mobile,20,Alabama,0,48,google,0
0,1/11/2019,0,Paid Search,mobile,3,Arizona,0,3,google,0
0,1/11/2019,0,Paid Search,mobile,7,Arkansas,0,8,google,0
0,1/11/2019,0,Paid Search,mobile,8,Bavaria,0,10,google,0
0,1/11/2019,0,Paid Search,mobile,3,California,0,3,google,0
0,1/11/2019,0,Paid Search,tablet,1,Chandigarh,0,1,google,0
0,1/11/2019,0,Paid Search,tablet,2,District of Columbia,0,2,google,0
0,1/11/2019,0,Paid Search,tablet,3,Florida,0,4,google,0
0,1/11/2019,0,Paid Search,tablet,1,Georgia,0,1,google,0
0,1/11/2019,0,Paid Search,tablet,3,Illinois,0,4,google,0
0,1/11/2019,0,Paid Search,tablet,1,Indiana,0,1,google,0
0,1/11/2019,0,Paid Search,tablet,1,Louisiana,0,1,google,0
0,1/11/2019,0,Paid Search,tablet,1,Maryland,0,1,google,0
0,1/11/2019,0,Paid Search,tablet,1,Michigan,0,1,google,0
0,1/11/2019,0,Paid Search,tablet,1,Minnesota,0,1,google,0
0,1/11/2019,0,Paid Search,tablet,1,Mississippi,0,1,google,0
0,1/11/2019,0,Paid Search,tablet,1,New Jersey,0,1,google,0
0,1/11/2019,0,Paid Search,tablet,3,New York,0,2,google,0
0,1/11/2019,0,Paid Search,tablet,1,North Carolina,0,1,google,0
0,1/11/2019,0,Paid Search,desktop,1,Ohio,0,1,searchencrypt.com,0
0,1/11/2019,0,Paid Search,desktop,1,Oklahoma,0,1,outlook.live.com,0
0,1/11/2019,0,Paid Search,desktop,4,Oregon,0,3,dashboard.zopim.com,0
0,1/11/2019,0,Paid Search,desktop,5,Pennsylvania,0,6,localhost:3000,0
0,1/11/2019,0,Paid Search,desktop,1,State of Minas Gerais,0,1,logistimatics.zendesk.com,0
1,1/11/2019,26473,Paid Search,mobile,1,Tennessee,26.95000076,1,mg.mail.yahoo.com,1
0,1/11/2019,0,Paid Search,mobile,1,Texas,0,1,accounts.google.com,0
0,1/11/2019,0,Paid Search,mobile,1,Utah,0,1,mg.mail.yahoo.com,0
0,1/11/2019,0,Paid Search,mobile,2,Virginia,0,1,mg.mail.yahoo.com,0
0,1/11/2019,0,Paid Search,mobile,1,Washington,0,1,mg.mail.yahoo.com,0
0,1/11/2019,25621,Paid Search,desktop,2,Ohio,39.95000076,1,youtube.com,1
0,1/11/2019,0,Paid Search,mobile,1,Tennessee,0,1,m.facebook.com,0
0,1/12/2019,0,Paid Search,desktop,1,North Carolina,0,1,(direct),0
0,1/12/2019,0,Paid Search,desktop,5,Al Asimah Governate,0,6,(direct),0
0,1/12/2019,0,Paid Search,desktop,1,Alabama,0,1,(direct),0
0,1/12/2019,0,Paid Search,desktop,1,Ankara,0,1,(direct),0
0,1/12/2019,0,Paid Search,desktop,3,Arkansas,0,3,(direct),0
0,1/12/2019,0,Paid Search,desktop,3,California,0,3,(direct),0
0,1/12/2019,0,Paid Search,desktop,3,California,0,3,(direct),0
0,1/12/2019,0,Paid Search,desktop,3,Delhi,0,3,(direct),0
0,1/12/2019,0,Paid Search,desktop,1,England,0,1,(direct),0
0,1/12/2019,0,Paid Search,desktop,1,Florida,0,1,(direct),0
1.5,1/12/2019,18432,Paid Search,desktop,6,Georgia,64.90000057,7,(direct),2
1,1/12/2019,25621,Paid Search,desktop,3,Guangdong,14.94999981,2,(direct),1
1.25,1/12/2019,26626,Paid Search,desktop,5,Ho Chi Minh City,41.90000057,8,(direct),2
0,1/12/2019,0,Paid Search,desktop,2,Illinois,0,2,(direct),0
1,1/12/2019,98028,Paid Search,desktop,1,Maharashtra,14.94999981,1,(direct),1
0,1/12/2019,0,Paid Search,desktop,1,Massachusetts,0,1,(direct),0
0,1/12/2019,0,Referral,mobile,1,Missouri,0,1,(direct),0
0,1/12/2019,0,Referral,mobile,1,New York,0,2,(direct),0
0,1/12/2019,0,Referral,mobile,1,New York,0,1,(direct),0
0.583333333,1/12/2019,18596,Referral,mobile,11,North Carolina,50.34000015,19,(direct),2
0,1/12/2019,0,Referral,mobile,4,Pennsylvania,0,3,(direct),0
0,1/12/2019,0,Referral,mobile,1,Plzen Region,0,1,(direct),0
0,1/12/2019,0,Social,mobile,3,St. Gallen,0,4,(direct),0
0,1/12/2019,0,Social,mobile,11,Texas,0,13,(direct),0
0,1/12/2019,0,Direct,mobile,3,Texas,0,3,(direct),0
0,1/12/2019,0,Direct,mobile,5,Utah,0,5,(direct),0
0,1/12/2019,0,Direct,mobile,2,Washington,0,2,(direct),0
0,1/12/2019,0,Direct,mobile,1,Wisconsin,0,1,(direct),0
0,1/12/2019,0,Direct,mobile,1,Wisconsin,0,1,(direct),0
0,1/12/2019,0,Direct,mobile,1,North Carolina,0,1,(direct),0
0,1/12/2019,0,Direct,mobile,1,Alabama,0,1,(direct),0
0,1/12/2019,0,Direct,mobile,4,Bihar,0,6,(direct),0
0,1/12/2019,0,Direct,mobile,3,British Columbia,0,6,(direct),0
0,1/12/2019,0,Direct,mobile,4,California,0,5,(direct),0
0.5,1/12/2019,29744,Direct,mobile,9,District of Columbia,29.89999962,14,(direct),2
0,1/12/2019,0,Direct,mobile,3,England,0,3,(direct),0
0,1/12/2019,0,Direct,mobile,4,Florida,0,4,(direct),0
0,1/12/2019,0,Direct,mobile,1,Georgia,0,1,(direct),0
0.5,1/12/2019,25635,Direct,mobile,5,Hawaii,85.62000275,10,(direct),1
0,1/12/2019,0,Direct,mobile,3,Ho Chi Minh City,0,3,(direct),0
0,1/12/2019,0,Direct,mobile,2,Illinois,0,2,(direct),0
2,1/12/2019,18595,Direct,mobile,13,Indiana,60.90000057,24,(direct),3
0,1/12/2019,0,Direct,mobile,2,Iowa,0,2,(direct),0
0,1/12/2019,0,Direct,mobile,3,Karnataka,0,5,(direct),0
0,1/12/2019,0,Direct,mobile,1,Kentucky,0,1,(direct),0
0,1/12/2019,0,Direct,tablet,2,Maine,0,2,(direct),0
